t,Node,Event_Type,inc_id,Pattern
2021-01-26 01:10:04,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 01:10:04,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 01:10:21,node3269,lkf bn400188-00,,node3269__lkf bn400188-00
2021-01-26 01:10:26,node4510,[report_product51] failed reports on node4510,INC000000895180,node4510__[report_product51] failed reports on node4510
2021-01-26 01:10:27,node4510,[report_product51] failed reports on node4510,INC000000895180,node4510__[report_product51] failed reports on node4510
2021-01-26 01:10:30,node3874,sun5-product170-mqueue,,node3874__sun5-product170-mqueue
2021-01-26 01:11:00,node623,[^redis.clients.jedis.exceptions.jedisproduct77ion].*exception.*,,node623__[^redis.clients.jedis.exceptions.jedisproduct77ion].*exception.*
2021-01-26 01:11:13,node622,[^redis.clients.jedis.exceptions.jedisproduct77ion].*exception.*,,node622__[^redis.clients.jedis.exceptions.jedisproduct77ion].*exception.*
2021-01-26 01:12:01,node5289.company.com,netscreentrapvpn,,node5289.company.com__netscreentrapvpn
2021-01-26 01:12:03,node3278,product380 kpi - product112,,node3278__product380 kpi - product112
2021-01-26 01:12:21,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 01:12:55,node5076,g803492 product92:: node3555:: 1 files stuck ,INC000000895178,node5076__g803492 product92:: node3555:: 1 files stuck 
2021-01-26 01:13:07,node5076,g705030 apps | node5654003,INC000000895219,node5076__g705030 apps | node5654003
2021-01-26 01:13:32,node1394,etype28 gateway down: critical ,,node1394__etype28 gateway down: critical 
2021-01-26 01:14:19,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 01:14:26,node1397,etype28 gateway down: critical ,,node1397__etype28 gateway down: critical 
2021-01-26 01:15:07,node981,product230,,node981__product230
2021-01-26 01:15:09,node982,product230,,node982__product230
2021-01-26 01:15:14,node1583,product230,,node1583__product230
2021-01-26 01:15:16,node1584,product230,,node1584__product230
2021-01-26 01:15:18,node1585,product230,,node1585__product230
2021-01-26 01:15:21,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 01:15:58,node1898.company.com,[job product51] : start_delayed on na_had,INC000000895186,node1898.company.com__[job product51] : start_delayed on na_had
2021-01-26 01:15:58,node1296,[job product51] : start_delayed on product416,INC000000895187,node1296__[job product51] : start_delayed on product416
2021-01-26 01:16:14,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:22,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 01:16:24,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:24,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:25,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:25,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:25,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:25,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:25,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:25,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:26,node3571.company.com,etype69,,node3571.company.com__etype69
2021-01-26 01:16:28,node5076, product355-node4467 application alarm ,INC000000895179,node5076__ product355-node4467 application alarm 
2021-01-26 01:16:34,node980.company.com,product53 spamfw smtp,,node980.company.com__product53 spamfw smtp
2021-01-26 01:17:36,node503.company.com,etype9,,node503.company.com__etype9
2021-01-26 01:17:46,node5076,g703022 apps | node5753 | product371 lost db product77ion ,INC000000895067,node5076__g703022 apps | node5753 | product371 lost db product77ion 
2021-01-26 01:17:46,node979,product230,,node979__product230
2021-01-26 01:17:52,node5076, electronic data transport (product117) application alarm ,INC000000895180,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:17:54,node1652,smtp_qrunner,,node1652__smtp_qrunner
2021-01-26 01:18:03,node1964,product4 process,,node1964__product4 process
2021-01-26 01:18:05,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:18:12,node1582,product230,,node1582__product230
2021-01-26 01:18:28,node5076, electronic data transport (product117) application alarm ,INC000000895181,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:18:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 01:19:00,node5076, electronic data transport (product117) application alarm ,INC000000895182,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:19:02,node1241,product440_product371_gui_jbosslogs,,node1241__product440_product371_gui_jbosslogs
2021-01-26 01:19:30,node5076, electronic data transport (product117) application alarm ,INC000000895183,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:20:02,node713,product117_file_monitor,,node713__product117_file_monitor
2021-01-26 01:20:08,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 01:20:11,node3627.company.com,dsc-app  node5659([sctp] ip288,,node3627.company.com__dsc-app  node5659([sctp] ip288
2021-01-26 01:20:11,node3628.company.com,dsc-app  node5659([sctp] ip288,,node3628.company.com__dsc-app  node5659([sctp] ip288
2021-01-26 01:20:11,node3629.company.com,dsc-app  node5659([sctp] ip288,,node3629.company.com__dsc-app  node5659([sctp] ip288
2021-01-26 01:20:26,node4025.company.com,procproduct132status,,node4025.company.com__procproduct132status
2021-01-26 01:21:33,node1396,product220 customoid,,node1396__product220 customoid
2021-01-26 01:22:05,node1149,product380 kpi - product389,,node1149__product380 kpi - product389
2021-01-26 01:22:49,node980.company.com,product53 spamfw smtp,,node980.company.com__product53 spamfw smtp
2021-01-26 01:22:59,node3629.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3629.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 01:22:59,node3628.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3628.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 01:22:59,node3627.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3627.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 01:23:14,node943,ch3p-product170-mqueue,,node943__ch3p-product170-mqueue
2021-01-26 01:23:21,node1294.company.com,[task_product51] task halted on node3346_had,INC000000895222,node1294.company.com__[task_product51] task halted on node3346_had
2021-01-26 01:23:21,node1294.company.com,[job_product51] job halted on node3346_had,INC000000895222,node1294.company.com__[job_product51] job halted on node3346_had
2021-01-26 01:23:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 01:23:54,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 01:23:58,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 01:24:08,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 01:24:12,node949,ch3p-product170-mqueue,,node949__ch3p-product170-mqueue
2021-01-26 01:24:18,node5076, electronic data transport (product117) application alarm ,INC000000895184,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:24:21,node979.company.com,product53 spamfw smtp,,node979.company.com__product53 spamfw smtp
2021-01-26 01:24:31,node1333,product99_product183 customoid,,node1333__product99_product183 customoid
2021-01-26 01:24:46,node2179.company.com,spg,,node2179.company.com__spg
2021-01-26 01:25:02,node3626.company.com, javaexception,,node3626.company.com__ javaexception
2021-01-26 01:25:08,node5076,g803492 product366:: node5654003:: product366 paproduct355tions have problproduct124,INC000000895301,node5076__g803492 product366:: node5654003:: product366 paproduct355tions have problproduct124
2021-01-26 01:25:56,node4074.company.com,cloudera product163 db manager auditproduct135 (3),INC000000895304,node4074.company.com__cloudera product163 db manager auditproduct135 (3)
2021-01-26 01:26:16,node4071.company.com,[job product51] : start_delayed on eu_had,INC000000895185,node4071.company.com__[job product51] : start_delayed on eu_had
2021-01-26 01:26:16,node4071.company.com,[job product51] : start_delayed on eu_had,INC000000895185,node4071.company.com__[job product51] : start_delayed on eu_had
2021-01-26 01:26:44,node1209.company.com,product182 egressrequesttoproduct127serverfail,,node1209.company.com__product182 egressrequesttoproduct127serverfail
2021-01-26 01:27:02,node5043,sun5-product170-mqueue,,node5043__sun5-product170-mqueue
2021-01-26 01:27:47,node3310.company.com,swproduct135entry ,,node3310.company.com__swproduct135entry 
2021-01-26 01:28:02,node3871,product380 kpi - product170,,node3871__product380 kpi - product170
2021-01-26 01:28:02,node3871,product380 kpi - product170,,node3871__product380 kpi - product170
2021-01-26 01:28:15,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:28:54,node3269,lkf bn400188-00,,node3269__lkf bn400188-00
2021-01-26 01:28:55,node3870,lc mqueue,,node3870__lc mqueue
2021-01-26 01:29:24,node5159.company.com,swproduct135entry ,,node5159.company.com__swproduct135entry 
2021-01-26 01:29:30,node3309.company.com,swproduct135entry ,,node3309.company.com__swproduct135entry 
2021-01-26 01:29:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 01:29:48,node2180.company.com,spg,,node2180.company.com__spg
2021-01-26 01:30:02,node3556.company.com,product92-output files stuck product51,,node3556.company.com__product92-output files stuck product51
2021-01-26 01:30:02,node1553,product440-cii,INC000000895389,node1553__product440-cii
2021-01-26 01:30:06,node3285,product380 kpi - product117,,node3285__product380 kpi - product117
2021-01-26 01:30:16,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 01:30:22,node1325.company.com,[report_product51] failed reports on node1325.company.com,,node1325.company.com__[report_product51] failed reports on node1325.company.com
2021-01-26 01:30:48,node5076, electronic data transport (product117) application alarm ,INC000000895185,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:31:17,node5076, electronic data transport (product117) application alarm ,INC000000895186,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:31:23,node5025,sun5-product170-mqueue,,node5025__sun5-product170-mqueue
2021-01-26 01:32:03,node4430,heartbeatcheckfromnode4430,,node4430__heartbeatcheckfromnode4430
2021-01-26 01:32:18,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 01:32:38,node1165,product87 customoid,,node1165__product87 customoid
2021-01-26 01:34:04,node5076, electronic data transport (product117) application alarm ,INC000000895187,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:34:04,node3856.company.com,b7912378-00,,node3856.company.com__b7912378-00
2021-01-26 01:34:12,node3877,sun5-product170-mqueue,,node3877__sun5-product170-mqueue
2021-01-26 01:34:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 01:34:45,node5076,g706355 solaproduct343 memory,INC000000895188,node5076__g706355 solaproduct343 memory
2021-01-26 01:34:51,node5076,g703022 apps | node1553 | cii has recieved a severe,INC000000895389,node5076__g703022 apps | node1553 | cii has recieved a severe
2021-01-26 01:34:56,node1316.company.com,class: com.company.product363.core.message_sending.messagefilter - line number: 152,,node1316.company.com__class: com.company.product363.core.message_sending.messagefilter - line number: 152
2021-01-26 01:34:58,node4024.company.com,procproduct132status,,node4024.company.com__procproduct132status
2021-01-26 01:35:03,node2054,product3113_xpl_ca_product51,INC000000895062,node2054__product3113_xpl_ca_product51
2021-01-26 01:35:35,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:35:58,node1156.company.com,bng-3702-4-06@default location,INC000000895009,node1156.company.com__bng-3702-4-06@default location
2021-01-26 01:35:58,node1156.company.com,bng-3702-4-05@default location,,node1156.company.com__bng-3702-4-05@default location
2021-01-26 01:36:21,node503.company.com,etype9,,node503.company.com__etype9
2021-01-26 01:36:24,node5076, electronic data transport (product117) application alarm ,INC000000895390,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:37:02,node1715,product284 customoid,,node1715__product284 customoid
2021-01-26 01:37:02,node1714,product284 customoid,,node1714__product284 customoid
2021-01-26 01:38:22,node1688,smtp_qrunner,,node1688__smtp_qrunner
2021-01-26 01:38:25,node660.company.com,product182 egressrequesttoproduct127serverfail,,node660.company.com__product182 egressrequesttoproduct127serverfail
2021-01-26 01:38:29,node778.company.com,product182 egressrequesttoproduct127serverfail,,node778.company.com__product182 egressrequesttoproduct127serverfail
2021-01-26 01:38:41,node1754.company.com,no smpp product77ions - xiny,,node1754.company.com__no smpp product77ions - xiny
2021-01-26 01:38:44,node1565,product71 customoid,,node1565__product71 customoid
2021-01-26 01:38:54,node5076,g706355 node3556 file stuck on mextl,INC000000895391,node5076__g706355 node3556 file stuck on mextl
2021-01-26 01:38:58,node3759.company.com,gi2/0/20,,node3759.company.com__gi2/0/20
2021-01-26 01:38:58,node334.company.com,gi1/0/48,,node334.company.com__gi1/0/48
2021-01-26 01:38:58,node46,te1/0/11,,node46__te1/0/11
2021-01-26 01:38:58,node3759.company.com,gi1/0/20,INC000000888411,node3759.company.com__gi1/0/20
2021-01-26 01:38:59,node1754.company.com,mo response not recvd - xiny,,node1754.company.com__mo response not recvd - xiny
2021-01-26 01:39:01,node1753.company.com,mo response not recvd - xiny,,node1753.company.com__mo response not recvd - xiny
2021-01-26 01:39:05,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:39:25,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:39:34,node5076,g706355 152 files stuck on node3554,INC000000895392,node5076__g706355 152 files stuck on node3554
2021-01-26 01:39:51,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 01:40:01,node1756.company.com,mo response not recvd - xiny,,node1756.company.com__mo response not recvd - xiny
2021-01-26 01:40:03,node966,product117_file_monitor,INC000000895223,node966__product117_file_monitor
2021-01-26 01:40:07,node3557.company.com,scr-err800:node3557,,node3557.company.com__scr-err800:node3557
2021-01-26 01:40:18,node5076,g706355 1649 files stuck on node1440,INC000000895393,node5076__g706355 1649 files stuck on node1440
2021-01-26 01:40:26,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 01:40:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 01:40:39,node4163.company.com,etype31 group: product77-hdfs-sink-ess-product135-del-tracking,INC000000895219,node4163.company.com__etype31 group: product77-hdfs-sink-ess-product135-del-tracking
2021-01-26 01:40:50,node1755.company.com,mo response not recvd - xiny,,node1755.company.com__mo response not recvd - xiny
2021-01-26 01:41:14,node1284.company.com,procproduct132status,,node1284.company.com__procproduct132status
2021-01-26 01:41:14,node5076, electronic data transport (product117) application alarm ,INC000000895221,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:41:30,node3874,sun5-product170-mqueue,,node3874__sun5-product170-mqueue
2021-01-26 01:41:48,node1581.company.com,product127 titan7 high-availability,,node1581.company.com__product127 titan7 high-availability
2021-01-26 01:41:56,node503.company.com,etype9,,node503.company.com__etype9
2021-01-26 01:42:01,node5289.company.com,netscreentrapvpn,,node5289.company.com__netscreentrapvpn
2021-01-26 01:42:10,node5076, electronic data transport (product117) application alarm ,INC000000895222,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:43:35,node5076, electronic data transport (product117) application alarm ,REQ Pending,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:44:02,node767,etype28 gateway down: critical ,,node767__etype28 gateway down: critical 
2021-01-26 01:44:13,node5076, electronic data transport (product117) application alarm ,INC000000895302,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:44:44,node5076, electronic data transport (product117) application alarm ,INC000000895303,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:44:57,node3628.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3628.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 01:44:57,node3627.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3627.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 01:44:57,node3629.company.com,dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid ,,node3629.company.com__dsc-app product130.mnc002.mcc413.3gppproduct269.org[[appid 
2021-01-26 01:45:25,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:45:50,node5076,g703022 apps || node5736-cdh-cmn003 | hivereplicationcommand failed ,INC000000895304,node5076__g703022 apps || node5736-cdh-cmn003 | hivereplicationcommand failed 
2021-01-26 01:46:32,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 01:46:36,node1563,[task product51] : max_run on node4349,,node1563__[task product51] : max_run on node4349
2021-01-26 01:47:32,node3583,lkf a7708001-05,,node3583__lkf a7708001-05
2021-01-26 01:47:33,node506,lkf a7711001-05,,node506__lkf a7711001-05
2021-01-26 01:48:20,node1581.company.com,product127 titan7 high-availability,,node1581.company.com__product127 titan7 high-availability
2021-01-26 01:49:23,node5178.company.com,swproduct135entry ,,node5178.company.com__swproduct135entry 
2021-01-26 01:50:02,node965,product117_file_monitor,INC000000895308,node965__product117_file_monitor
2021-01-26 01:50:03,node711,product117_file_monitor,,node711__product117_file_monitor
2021-01-26 01:50:16,node4922.company.com,product153sim systemmajoralarm,,node4922.company.com__product153sim systemmajoralarm
2021-01-26 01:50:33,node5076, electronic data transport (product117) application alarm ,INC000000895305,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:51:03,node3453,product342 disk,,node3453__product342 disk
2021-01-26 01:51:06,node3876,sun5-product170-mqueue,,node3876__sun5-product170-mqueue
2021-01-26 01:51:25,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:51:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 01:51:58,node3851.company.com,bn920000-00,,node3851.company.com__bn920000-00
2021-01-26 01:52:03,node5076,g706355 node5932 file stuck,INC000000895306,node5076__g706355 node5932 file stuck
2021-01-26 01:52:05,node5285.company.com,netscreentrapvpn,,node5285.company.com__netscreentrapvpn
2021-01-26 01:52:05,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:52:37,node3296,product127 customoid,,node3296__product127 customoid
2021-01-26 01:53:19,node3870,lc mqueue,,node3870__lc mqueue
2021-01-26 01:53:24,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:53:27,node5076,g706355 node3557 excepted res 75 db product77ions,INC000000895307,node5076__g706355 node3557 excepted res 75 db product77ions
2021-01-26 01:53:59,node5076, electronic data transport (product117) application alarm ,INC000000895223,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:54:03,node1243,product440_product371_gui_jbosslogs,,node1243__product440_product371_gui_jbosslogs
2021-01-26 01:54:16,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 01:54:17,node3933.company.com,product268 port status,,node3933.company.com__product268 port status
2021-01-26 01:54:17,node503.company.com,etype9,,node503.company.com__etype9
2021-01-26 01:55:02,node3626.company.com, javaexception,,node3626.company.com__ javaexception
2021-01-26 01:55:42,node4354,antares,,node4354__antares
2021-01-26 01:55:46,node5076, electronic data transport (product117) application alarm ,INC000000895308,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:55:57,node3628.company.com,dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid ,,node3628.company.com__dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid 
2021-01-26 01:55:57,node4916.company.com,dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid ,,node4916.company.com__dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid 
2021-01-26 01:55:57,node3627.company.com,dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid ,,node3627.company.com__dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid 
2021-01-26 01:55:57,node4915.company.com,dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid ,,node4915.company.com__dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid 
2021-01-26 01:55:57,node3629.company.com,dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid ,,node3629.company.com__dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid 
2021-01-26 01:55:57,node4914.company.com,dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid ,,node4914.company.com__dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid 
2021-01-26 01:55:57,node4912.company.com,dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid ,,node4912.company.com__dsc-app product130.mnc005.mcc414.3gppproduct269.org[[appid 
2021-01-26 01:56:19,node1296,[job product51] : start_delayed on cdr,,node1296__[job product51] : start_delayed on cdr
2021-01-26 01:56:19,node1296,[job product51] : start_delayed on cdr,,node1296__[job product51] : start_delayed on cdr
2021-01-26 01:56:29,node1581.company.com,product127 titan7 high-availability,,node1581.company.com__product127 titan7 high-availability
2021-01-26 01:56:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 01:56:34,node1300,product99_product183 customoid,,node1300__product99_product183 customoid
2021-01-26 01:56:35,node5076,g706355 node3387 end date is not update for er reports,INC000000895309,node5076__g706355 node3387 end date is not update for er reports
2021-01-26 01:56:45,node751,jpmc_qa1 mo url ceproduct355ficate,,node751__jpmc_qa1 mo url ceproduct355ficate
2021-01-26 01:57:34,node5076, electronic data transport (product117) application alarm ,INC000000895068,node5076__ electronic data transport (product117) application alarm 
2021-01-26 01:58:49,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 01:58:55,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 01:59:31,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 02:00:02,node967,product117_file_monitor,INC000000895394,node967__product117_file_monitor
2021-01-26 02:00:02,node3554.company.com,product92-hur:next_run_hur product51,INC000000895224,node3554.company.com__product92-hur:next_run_hur product51
2021-01-26 02:00:03,node3554.company.com,product92-hur:next_run_esr product51,INC000000895224,node3554.company.com__product92-hur:next_run_esr product51
2021-01-26 02:00:04,node713,product117_file_monitor,INC000000895069,node713__product117_file_monitor
2021-01-26 02:00:06,node956.company.com,product192 node5440,,node956.company.com__product192 node5440
2021-01-26 02:00:21,node1325.company.com,[report_product51] reports stuck in queued status on node1325.company.com,INC000000895226,node1325.company.com__[report_product51] reports stuck in queued status on node1325.company.com
2021-01-26 02:00:21,node1325.company.com,[report_product51] reports stuck in queued status on node1325.company.com,INC000000895226,node1325.company.com__[report_product51] reports stuck in queued status on node1325.company.com
2021-01-26 02:00:22,node4510,[report_product51] long running reports on node4510,INC000000895310,node4510__[report_product51] long running reports on node4510
2021-01-26 02:00:23,node4501,transaction queued long on node4501,,node4501__transaction queued long on node4501
2021-01-26 02:01:11,node3344,transaction queued long on node3344,INC000000894843,node3344__transaction queued long on node3344
2021-01-26 02:01:22,node3344,transaction running long on node3344,INC000000894843,node3344__transaction running long on node3344
2021-01-26 02:01:29,node1714,product284 customoid,,node1714__product284 customoid
2021-01-26 02:02:06,node3876,sun5-product170-mqueue,,node3876__sun5-product170-mqueue
2021-01-26 02:02:15,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 02:02:19,node5289.company.com,netscreentrapvpn,,node5289.company.com__netscreentrapvpn
2021-01-26 02:02:28,node3855.company.com,b7343017-00,,node3855.company.com__b7343017-00
2021-01-26 02:02:29,node3861.company.com,b7342017-00,,node3861.company.com__b7342017-00
2021-01-26 02:02:29,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 02:02:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 02:02:42,node3861.company.com,b7342016-00,,node3861.company.com__b7342016-00
2021-01-26 02:04:24,node829.company.com,product355 - saf-ftp-visproduct160-push-fm99005-error.log,,node829.company.com__product355 - saf-ftp-visproduct160-push-fm99005-error.log
2021-01-26 02:04:37,node5076,g706355 node3554 : esr and hur have not updared,INC000000895224,node5076__g706355 node3554 : esr and hur have not updared
2021-01-26 02:04:45,node503.company.com,etype9,,node503.company.com__etype9
2021-01-26 02:04:47,node4510.company.co.in,status,,node4510.company.co.in__status
2021-01-26 02:05:00,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 02:05:45,node5076, electronic data transport (product117) application alarm ,INC000000895310,node5076__ electronic data transport (product117) application alarm 
2021-01-26 02:05:47,node640,product87 customoid,,node640__product87 customoid
2021-01-26 02:06:26,node5076, electronic data transport (product117) application alarm ,INC000000895225,node5076__ electronic data transport (product117) application alarm 
2021-01-26 02:07:02,node4489,[job product51] : start_delayed on erproduct76,INC000000895175,node4489__[job product51] : start_delayed on erproduct76
2021-01-26 02:07:07,node925,ch3p-product170-mqueue,,node925__ch3p-product170-mqueue
2021-01-26 02:07:15,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 02:07:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 02:07:35,node3872,sun5-product170-mqueue,,node3872__sun5-product170-mqueue
2021-01-26 02:07:59,node5289.company.com,netscreentrapvpn,,node5289.company.com__netscreentrapvpn
2021-01-26 02:08:02,node3868.company.com,product435: etype68,,node3868.company.com__product435: etype68
2021-01-26 02:08:16,node3865.company.com,product435: etype68,,node3865.company.com__product435: etype68
2021-01-26 02:08:20,node3867.company.com,product435: etype68,,node3867.company.com__product435: etype68
2021-01-26 02:08:24,node3583,lkf b7306059-00,,node3583__lkf b7306059-00
2021-01-26 02:08:24,node3583,lkf b7306059-01,,node3583__lkf b7306059-01
2021-01-26 02:09:02,node3875,sun5-product170-mqueue,,node3875__sun5-product170-mqueue
2021-01-26 02:09:22,node1688,smtp_qrunner,,node1688__smtp_qrunner
2021-01-26 02:09:45,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 02:10:20,node4025.company.com,procproduct132status,,node4025.company.com__procproduct132status
2021-01-26 02:11:04,node4163.company.com,etype31 group: product279-deliveryfile,,node4163.company.com__etype31 group: product279-deliveryfile
2021-01-26 02:11:31,node3269,lkf bn400188-00,,node3269__lkf bn400188-00
2021-01-26 02:11:34,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:34,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:35,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:43,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:43,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:43,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:43,node3569.company.com,etype27,,node3569.company.com__etype27
2021-01-26 02:11:43,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:43,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:44,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:44,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:44,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:44,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 02:11:44,node3569.company.com,etype69,,node3569.company.com__etype69
